Codigo_Cliente;Segmento_RFM;CLV_Estimado;CLV_Categoria;Score_Saude_Cliente;Prioridade_Acao;Estrategia_Recomendada;Receita_Total;Ticket_Medio;Num_Transacoes;Days_Since_Last_Purchase;Risco_Churn_Flag;R_Score;F_Score;M_Score;RFM_Score;Estado_Estimado;Faixa_Etaria_Estimada;Genero_Estimado;Categoria_Preferida;Canal_Preferencial;Padrao_Sazonal;Primeira_Compra;Ultima_Compra;Quantidade_sum;Produtos_Unicos;Grupo_Produto_<lambda>;Total_Itens;Customer_Lifecycle_Days;Avg_Days_Between_Purchases;Recency_Days;Frequency_Count;Monetary_Value;Purchase_Frequency_Annual;Estimated_Margin_Per_Purchase;Estimated_Lifetime_Years;CLV_Projetado_24M;Estado_Civil_Estimado;Mes_Pico_Compras;Proxima_Compra_Prevista_Dias;Investimento_Sugerido;ROI_Esperado_Estrategia;Score_Atividade;Score_Fidelidade;Score_Valor;Score_Potencial;Score_Urgencia
CM0016403;Novos_Clientes;3352.65;Baixo;34.9;4;Kit_Boas_Vindas;159.65;53.21666666666667;3;4;0;4;1;1;411;RS;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-22;2025-05-22;3;3;BRUTA 2;3;1;0.3;4;3;159.65;30.0;31.93;3.5;6705.3;Solteiro;5;0.0;268.21;2.5;85.7;1.9;0.2;0.2;0
CM0045014;Novos_Clientes;10231.83;Medio;34.8;4;Kit_Boas_Vindas;487.23;243.615;2;4;0;4;1;2;412;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-22;2025-05-22;12;2;ALIANCA LATAO FOLHEA;2;1;0.5;4;2;487.23;20.0;146.169;3.5;20463.66;Casado;5;0.0;800.0;2.5;85.7;1.2;0.5;0.6;0
CM0038920;Novos_Clientes;3005.52;Baixo;34.7;4;Kit_Boas_Vindas;143.12;71.56;2;4;0;4;1;1;411;RJ;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-22;2025-05-22;2;2;ALIANCA PRATA;2;1;0.5;4;2;143.12;20.0;42.936;3.5;6011.04;Solteiro;5;0.0;240.44;2.5;85.7;1.2;0.2;0.2;0
10;Novos_Clientes;48321.0;Premium;34.3;4;Kit_Boas_Vindas;2301.0;575.25;4;5;0;4;2;3;423;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-07;2025-05-21;6;4;BRINCO;4;15;3.8;5;4;2301.0;40.0;345.15;3.5;96642.0;Solteiro;5;0.0;800.0;2.5;82.1;2.5;2.5;3.0;20
CM0044813;Novos_Clientes;53098.5;Premium;34.2;4;Kit_Boas_Vindas;2528.5;842.8333333333334;3;5;0;4;2;4;424;SP;18-25;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-21;2025-05-21;4;3;FINANCEIRO;3;1;0.3;5;3;2528.5;30.0;505.7;3.5;106197.0;Solteiro;5;0.0;800.0;2.5;82.1;1.9;2.8;3.4;20
CM0036067;Novos_Clientes;19139.4;Alto;33.7;4;Kit_Boas_Vindas;911.4000000000001;303.8;3;5;0;4;2;2;422;RS;18-25;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-21;2025-05-21;3;3;FINANCEIRO;3;1;0.3;5;3;911.4000000000001;30.0;182.28;3.5;38278.8;Casado;5;0.0;800.0;2.5;82.1;1.9;1.0;1.2;0
CM0055627;Novos_Clientes;9922.08;Medio;33.7;4;Kit_Boas_Vindas;472.47999999999996;118.11999999999999;4;5;0;4;2;2;422;RJ;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;17;4;ALIANCA LATAO FOLHEA;4;1;0.2;5;4;472.47999999999996;40.0;70.87199999999999;3.5;19844.16;Solteiro;5;0.0;793.77;2.5;82.1;2.5;0.5;0.6;0
CM0005233;Novos_Clientes;4601.1;Baixo;33.6;4;Kit_Boas_Vindas;219.10000000000002;54.775000000000006;4;5;0;4;2;1;421;SP;26-35;Masculino;Brincos;Presencial;Outono;2025-04-30;2025-05-21;8;4;ALIANCA PRATA;4;22;5.5;5;4;219.10000000000002;40.0;32.865;3.5;9202.2;Casado;4;0.5;368.09;2.5;82.1;2.5;0.2;0.2;0
CM0044492;Novos_Clientes;23524.2;Alto;33.6;4;Kit_Boas_Vindas;1120.2;560.1;2;5;0;4;1;2;412;RJ;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;31;2;ALIANCA LATAO FOLHEA;2;1;0.5;5;2;1120.2;20.0;336.06;3.5;47048.4;Solteiro;5;0.0;800.0;2.5;82.1;1.2;1.2;1.4;0
C000008424;Novos_Clientes;5764.71;Medio;33.5;4;Kit_Boas_Vindas;274.51;91.50333333333333;3;5;0;4;1;1;411;RJ;26-35;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-21;2025-05-21;3;3;ALIANCA ACO;3;1;0.3;5;3;274.51;30.0;54.901999999999994;3.5;11529.42;Casado;5;0.0;461.18;2.5;82.1;1.9;0.3;0.4;0
CM0029096;Novos_Clientes;5180.07;Medio;33.5;4;Kit_Boas_Vindas;246.67;82.22333333333333;3;5;0;4;2;1;421;SP;18-25;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-21;2025-05-21;3;3;ALIANCA LATAO FOLHEA;3;1;0.3;5;3;246.67;30.0;49.333999999999996;3.5;10360.14;Casado;5;0.0;414.41;2.5;82.1;1.9;0.3;0.4;0
CM0053574;Novos_Clientes;16678.2;Alto;33.5;4;Kit_Boas_Vindas;794.1999999999999;397.09999999999997;2;5;0;4;1;2;412;RJ;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-21;2025-05-21;2;2;ALIANCA BLEND;2;1;0.5;5;2;794.1999999999999;20.0;238.25999999999996;3.5;33356.4;Solteiro;5;0.0;800.0;2.5;82.1;1.2;0.9;1.1;0
CM0031680;Novos_Clientes;-2424.87;;33.2;4;Kit_Boas_Vindas;-115.47;-57.735;2;5;0;4;1;1;411;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;-2;2;ALIANCA PRATA;2;1;0.5;5;2;-115.47;20.0;-34.641;3.5;-4849.74;Solteiro;5;0.0;-193.99;2.5;82.1;1.2;0.0;0.0;0
CM0034223;Novos_Clientes;-193.2;;33.2;4;Kit_Boas_Vindas;-9.200000000000045;-4.600000000000023;2;5;0;4;1;1;411;SP;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-21;0;1;ALIANCA UNITY;2;22;11.0;5;2;-9.200000000000045;20.0;-2.7600000000000136;3.5;-386.4;Casado;4;6.0;-15.46;2.5;82.1;1.2;0.0;0.0;0
CM0034298;Novos_Clientes;61254.48;Premium;33.2;4;Kit_Boas_Vindas;2916.88;729.22;4;6;0;4;2;4;424;RS;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-15;2025-05-20;72;3;ALIANCA PRATA;4;6;1.5;6;4;2916.88;40.0;437.532;3.5;122508.96;Casado;5;0.0;800.0;2.5;78.6;2.5;3.2;3.8;20
CM0056696;Novos_Clientes;-1987.02;;33.2;4;Kit_Boas_Vindas;-94.62;-47.31;2;5;0;4;1;1;411;PR;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;-3;2;ALIANCA LATAO FOLHEA;2;1;0.5;5;2;-94.62;20.0;-28.386;3.5;-3974.04;Casado;5;0.0;-158.96;2.5;82.1;1.2;0.0;0.0;0
CM0046061;Novos_Clientes;59446.8;Premium;33.1;4;Kit_Boas_Vindas;2830.7999999999997;707.6999999999999;4;6;0;4;2;4;424;SP;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;71;4;ALIANCA PRATA;4;1;0.2;6;4;2830.7999999999997;40.0;424.61999999999995;3.5;118893.6;Casado;5;0.0;800.0;2.5;78.6;2.5;3.1;3.7;20
CM0005425;Novos_Clientes;0.0;;33.0;4;Kit_Boas_Vindas;0.0;0.0;1;5;0;4;1;1;411;SP;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;0;1;ALIANCA PRATA;1;1;1.0;5;1;0.0;10.0;0.0;3.5;0.0;Casado;5;0.0;0.0;2.5;82.1;0.6;0.0;0.0;0
CM0034068;Novos_Clientes;-7441.77;;33.0;4;Kit_Boas_Vindas;-354.37;-354.37;1;5;0;4;1;1;411;RJ;18-25;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-21;2025-05-21;-1;1;ALIANCA BLEND;1;1;1.0;5;1;-354.37;10.0;-212.62199999999999;3.5;-14883.54;Solteiro;5;0.0;-595.34;2.5;82.1;0.6;0.0;0.0;0
CM0042381;Novos_Clientes;-16114.14;;33.0;4;Kit_Boas_Vindas;-767.34;-767.34;1;5;0;4;1;1;411;PR;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;-2;1;ALIANCA BLEND;1;1;1.0;5;1;-767.34;10.0;-460.404;3.5;-32228.28;Casado;5;0.0;-1289.13;2.5;82.1;0.6;0.0;0.0;0
CM0036021;Novos_Clientes;52506.51;Premium;32.8;4;Kit_Boas_Vindas;2500.31;833.4366666666666;3;6;0;4;2;3;423;RJ;26-35;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-20;2025-05-20;46;3;ALIANCA PRATA;3;1;0.3;6;3;2500.31;30.0;500.06199999999995;3.5;105013.02;Casado;5;0.0;800.0;2.5;78.6;1.9;2.7;3.2;20
C000008531;Novos_Clientes;5253.36;Medio;32.3;4;Kit_Boas_Vindas;250.16;62.54;4;6;0;4;2;1;421;RS;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;4;4;ALIANCA PRATA;4;1;0.2;6;4;250.16;40.0;37.524;3.5;10506.72;Casado;5;0.0;420.27;2.5;78.6;2.5;0.3;0.4;0
C000008793;Novos_Clientes;4171.86;Baixo;32.2;4;Kit_Boas_Vindas;198.66;49.665;4;6;0;4;2;1;421;RS;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-12;2025-05-20;2;3;ANEL;4;9;2.2;6;4;198.66;40.0;29.799;3.5;8343.72;Casado;5;0.0;333.75;2.5;78.6;2.5;0.2;0.2;0
CM0005562;Novos_Clientes;15090.6;Alto;32.2;4;Kit_Boas_Vindas;718.6;239.53333333333333;3;6;0;4;1;2;412;PR;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;3;3;FINANCEIRO;3;1;0.3;6;3;718.6;30.0;143.72;3.5;30181.2;Solteiro;5;0.0;800.0;2.5;78.6;1.9;0.8;1.0;0
CM0055930;Novos_Clientes;10581.9;Medio;32.0;4;Kit_Boas_Vindas;503.9;251.95;2;6;0;4;1;2;412;RS;18-25;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-12;2025-05-20;0;2;ALIANCA BLEND;2;9;4.5;6;2;503.9;20.0;151.17;3.5;21163.8;Casado;5;0.0;800.0;2.5;78.6;1.2;0.6;0.7;0
CM0055946;Novos_Clientes;2607.78;Baixo;32.0;4;Kit_Boas_Vindas;124.18;41.39333333333334;3;6;0;4;2;1;421;PR;26-35;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-20;2025-05-20;3;3;ALIANCA MOEDA;3;1;0.3;6;3;124.18;30.0;24.836000000000002;3.5;5215.56;Casado;5;0.0;208.62;2.5;78.6;1.9;0.1;0.1;0
CM0040399;Novos_Clientes;10797.15;Medio;31.8;4;Kit_Boas_Vindas;514.15;514.15;1;6;0;4;1;2;412;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;13;1;ALIANCA PRATA;1;1;1.0;6;1;514.15;10.0;308.48999999999995;3.5;21594.3;Solteiro;5;0.0;800.0;2.5;78.6;0.6;0.6;0.7;0
CM0048739;Novos_Clientes;-29699.46;;31.8;4;Kit_Boas_Vindas;-1414.26;-707.13;2;6;0;4;1;1;411;RS;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-20;2025-05-20;-2;2;ALIANCA BLEND;2;1;0.5;6;2;-1414.26;20.0;-424.27799999999996;3.5;-59398.92;Solteiro;5;0.0;-2375.96;2.5;78.6;1.2;0.0;0.0;0
CM0034602;Novos_Clientes;-800.94;;31.6;4;Kit_Boas_Vindas;-38.14;-38.14;1;6;0;4;1;1;411;MG;18-25;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-20;2025-05-20;-1;1;ALIANCA PRATA;1;1;1.0;6;1;-38.14;10.0;-22.884;3.5;-1601.88;Solteiro;5;0.0;-64.08;2.5;78.6;0.6;0.0;0.0;0
CM0049957;Novos_Clientes;-6528.06;;31.6;4;Kit_Boas_Vindas;-310.86;-310.86;1;6;0;4;1;1;411;PR;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;-1;1;ALIANCA BLEND;1;1;1.0;6;1;-310.86;10.0;-186.516;3.5;-13056.12;Casado;5;0.0;-522.24;2.5;78.6;0.6;0.0;0.0;0
CM0057981;Novos_Clientes;1071.21;Baixo;31.6;4;Kit_Boas_Vindas;51.01;51.01;1;6;0;4;1;1;411;RJ;18-25;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-20;2025-05-20;2;1;ALIANCA PRATA;1;1;1.0;6;1;51.01;10.0;30.605999999999998;3.5;2142.42;Casado;5;0.0;85.7;2.5;78.6;0.6;0.1;0.1;0
C000008837;Leais;978560.94;Premium;49.2;5;Fidelizacao_Pontos;46598.14;7766.356666666667;6;5;0;4;3;5;435;RJ;50+;Masculino;Relógios;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;2202;6;ALIANCA PRATA;6;1;0.2;5;6;46598.14;60.0;4659.813999999999;3.5;1957121.88;Casado;5;0.0;2000.0;3.8;82.1;3.7;51.0;51.0;20
CM0005382;Leais;400018.92;Premium;48.2;5;Fidelizacao_Pontos;19048.52;218.94850574712643;87;10;0;3;5;5;355;SP;18-25;Masculino;Pulseiras;WhatsApp_VIP;Outono;2025-04-29;2025-05-16;354;81;ALIANCA PRATA;87;18;0.2;10;87;19048.52;870.0;131.36910344827587;3.5;800037.84;Casado;4;0.0;2000.0;3.8;64.3;54.0;20.8;20.8;20
CM0005749;Potenciais_Leais;23968.98;Alto;45.9;5;Campanha_Frequencia;1141.38;38.04600000000001;30;0;0;5;5;2;552;RJ;26-35;Masculino;Brincos;Presencial;Outono;2025-04-30;2025-05-26;33;23;ALIANCA PRATA;30;27;0.9;0;30;1141.38;300.0;22.827600000000004;3.5;47937.96;Casado;4;0.9;800.0;2.8;100.0;18.6;1.2;1.4;0
CM0014522;Leais;38284.05;Premium;43.4;5;Fidelizacao_Pontos;1823.05;121.53666666666666;15;0;0;5;5;3;553;RJ;26-35;Masculino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-02;2025-05-26;86;12;ALIANCA ACO;15;25;1.7;0;15;1823.05;150.0;72.922;3.5;76568.1;Solteiro;5;1.7;2000.0;3.8;100.0;9.3;2.0;2.0;20
CM0053730;Leais;149714.88;Premium;43.4;5;Fidelizacao_Pontos;7129.28;1188.2133333333334;6;0;0;5;3;5;535;MG;18-25;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-26;2025-05-26;77;6;ALIANCA PRATA;6;1;0.2;0;6;7129.28;60.0;712.928;3.5;299429.76;Solteiro;5;0.2;2000.0;3.8;100.0;3.7;7.8;7.8;20
CM0037948;Leais;42778.89;Premium;43.1;5;Fidelizacao_Pontos;2037.09;156.69923076923075;13;0;0;5;5;3;553;RJ;26-35;Feminino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-20;2025-05-26;40;13;ALIANCA ACO;13;7;0.5;0;13;2037.09;130.0;94.01953846153845;3.5;85557.78;Casado;5;0.5;2000.0;3.8;100.0;8.1;2.2;2.2;20
CM0033169;Potenciais_Leais;10549.77;Medio;42.6;5;Campanha_Frequencia;502.37;38.643846153846155;13;0;0;5;5;2;552;SP;18-25;Feminino;Pulseiras;E-commerce;Outono;2025-04-29;2025-05-26;13;10;ALIANCA PRATA;13;28;2.2;0;13;502.37;130.0;23.186307692307693;3.5;21099.54;Casado;4;2.2;800.0;2.8;100.0;8.1;0.5;0.6;0
CM0034453;Leais;39654.3;Premium;42.5;5;Fidelizacao_Pontos;1888.3;188.82999999999998;10;0;0;5;4;3;543;SP;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-15;2025-05-26;46;9;ALIANCA ACO;10;12;1.2;0;10;1888.3;100.0;113.29799999999999;3.5;79308.6;Casado;5;1.2;2000.0;3.8;100.0;6.2;2.1;2.1;20
CM0033621;Leais;38189.55;Premium;42.3;5;Fidelizacao_Pontos;1818.55;202.0611111111111;9;0;0;5;4;3;543;RJ;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-28;2025-05-26;39;8;ANEL PRATA;9;29;3.2;0;9;1818.55;90.0;121.23666666666665;3.5;76379.1;Casado;4;3.2;2000.0;3.8;100.0;5.6;2.0;2.0;20
CM0036111;Potenciais_Leais;12218.85;Medio;42.2;5;Campanha_Frequencia;581.85;52.89545454545455;11;0;0;5;4;2;542;RJ;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-26;15;8;ALIANCA LATAO FOLHEA;11;27;2.5;0;11;581.85;110.0;31.737272727272728;3.5;24437.7;Casado;4;2.5;800.0;2.8;100.0;6.8;0.6;0.7;0
CM0050660;Leais;33062.4;Premium;42.2;5;Fidelizacao_Pontos;1574.3999999999999;174.9333333333333;9;0;0;5;4;3;543;MG;18-25;Masculino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-26;51;6;FINANCEIRO;9;27;3.0;0;9;1574.3999999999999;90.0;104.95999999999998;3.5;66124.8;Casado;4;3.0;2000.0;3.8;100.0;5.6;1.7;1.7;20
C000008597;Leais;37741.83;Premium;42.1;5;Fidelizacao_Pontos;1797.23;224.65375;8;0;0;5;4;3;543;SP;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;39;8;ALIANCA PRATA;8;1;0.1;0;8;1797.23;80.0;134.79225;3.5;75483.66;Solteiro;5;0.1;2000.0;3.8;100.0;5.0;2.0;2.0;20
CM0005898;Leais;41258.28;Premium;42.1;5;Fidelizacao_Pontos;1964.68;245.585;8;0;0;5;4;3;543;PR;26-35;Masculino;Brincos;WhatsApp_VIP;Outono;2025-04-30;2025-05-26;28;6;FINANCEIRO;8;27;3.4;0;8;1964.68;80.0;147.351;3.5;82516.56;Casado;4;3.4;2000.0;3.8;100.0;5.0;2.1;2.1;20
CM0005916;Leais;76661.55;Premium;42.1;5;Fidelizacao_Pontos;3650.55;730.11;5;0;0;5;3;4;534;SP;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;89;5;ALIANCA ACO;5;1;0.2;0;5;3650.55;50.0;438.066;3.5;153323.1;Casado;5;0.2;2000.0;3.8;100.0;3.1;4.0;4.0;20
CM0005528;Leais;45026.73;Premium;42.0;5;Fidelizacao_Pontos;2144.13;306.30428571428575;7;0;0;5;3;3;533;PR;18-25;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-26;2025-05-26;74;7;ALIANCA PRATA;7;1;0.1;0;7;2144.13;70.0;183.78257142857146;3.5;90053.46;Casado;5;0.1;2000.0;3.8;100.0;4.3;2.3;2.3;20
CM0042027;Leais;57355.41;Premium;42.0;5;Fidelizacao_Pontos;2731.21;455.20166666666665;6;0;0;5;3;4;534;SP;26-35;Feminino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-09;2025-05-26;6;5;FINANCEIRO;6;18;3.0;0;6;2731.21;60.0;273.121;3.5;114710.82;Casado;5;3.0;2000.0;3.8;100.0;3.7;3.0;3.0;20
CM00818467;Leais;33866.91;Premium;42.0;5;Fidelizacao_Pontos;1612.71;201.58875;8;0;0;5;4;3;543;PR;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;42;8;ALIANCA MOEDA;8;1;0.1;0;8;1612.71;80.0;120.95325;3.5;67733.82;Casado;5;0.1;2000.0;3.8;100.0;5.0;1.8;1.8;20
CM0044731;Leais;44093.49;Premium;41.8;5;Fidelizacao_Pontos;2099.69;349.9483333333333;6;0;0;5;3;3;533;SP;18-25;Feminino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-26;2025-05-26;47;6;ALIANCA PRATA;6;1;0.2;0;6;2099.69;60.0;209.969;3.5;88186.98;Casado;5;0.2;2000.0;3.8;100.0;3.7;2.3;2.3;20
C000008540;Leais;392352.66;Premium;41.7;5;Fidelizacao_Pontos;18683.46;2669.065714285714;7;4;0;4;3;5;435;MG;36-50;Masculino;Anéis;Presencial;Datas_Comemorativas;2025-05-15;2025-05-22;782;6;ALIANCA PRATA;7;8;1.1;4;7;18683.46;70.0;1601.4394285714284;3.5;784705.32;Solteiro;5;0.0;2000.0;3.8;85.7;4.3;20.4;20.4;20
CM0028091;Leais;50813.49;Premium;41.7;5;Fidelizacao_Pontos;2419.69;483.938;5;0;0;5;3;3;533;PR;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;14;5;ALIANCA PRATA;5;1;0.2;0;5;2419.69;50.0;290.3628;3.5;101626.98;Solteiro;5;0.2;2000.0;3.8;100.0;3.1;2.6;2.6;20
CM0057052;Potenciais_Leais;14406.0;Medio;41.7;5;Campanha_Frequencia;686.0;85.75;8;0;0;5;4;2;542;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-02;2025-05-26;11;5;ALIANCA PRATA;8;25;3.1;0;8;686.0;80.0;51.449999999999996;3.5;28812.0;Casado;5;3.1;800.0;2.8;100.0;5.0;0.8;1.0;0
CM0040873;Potenciais_Leais;6390.09;Medio;41.6;5;Campanha_Frequencia;304.28999999999996;38.036249999999995;8;0;0;5;4;1;541;RS;26-35;Feminino;Brincos;E-commerce;Outono;2025-04-30;2025-05-26;-1;6;ALIANCA LATAO FOLHEA;8;27;3.4;0;8;304.28999999999996;80.0;22.821749999999998;3.5;12780.18;Casado;4;3.4;511.21;2.8;100.0;5.0;0.3;0.4;0
C000008679;Potenciais_Leais;9782.22;Medio;41.4;5;Campanha_Frequencia;465.82;66.54571428571428;7;0;0;5;3;2;532;SP;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-22;2025-05-26;8;6;ALIANCA PRATA;7;5;0.7;0;7;465.82;70.0;39.92742857142857;3.5;19564.44;Casado;5;0.7;782.58;2.8;100.0;4.3;0.5;0.6;0
CM0029127;Potenciais_Leais;17860.29;Alto;41.4;5;Campanha_Frequencia;850.49;141.74833333333333;6;0;0;5;3;2;532;SP;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-13;2025-05-26;28;5;ALIANCA MOEDA;6;14;2.3;0;6;850.49;60.0;85.04899999999999;3.5;35720.58;Casado;5;2.3;800.0;2.8;100.0;3.7;0.9;1.1;0
CM0022697;Potenciais_Leais;20342.91;Alto;41.3;5;Campanha_Frequencia;968.71;193.74200000000002;5;0;0;5;3;2;532;PR;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;5;5;ALIANCA LATAO FOLHEA;5;1;0.2;0;5;968.71;50.0;116.24520000000001;3.5;40685.82;Casado;5;0.2;800.0;2.8;100.0;3.1;1.1;1.3;0
CM0048366;Potenciais_Leais;24962.49;Alto;41.3;5;Campanha_Frequencia;1188.69;237.738;5;0;0;5;3;2;532;RS;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;36;5;ALIANCA PRATA;5;1;0.2;0;5;1188.69;50.0;142.6428;3.5;49924.98;Casado;5;0.2;800.0;2.8;100.0;3.1;1.3;1.6;0
CM0036765;Potenciais_Leais;9448.74;Medio;41.1;5;Campanha_Frequencia;449.94;89.988;5;0;0;5;3;2;532;SP;18-25;Feminino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-26;7;4;ALIANCA PRATA;5;27;5.4;0;5;449.94;50.0;53.992799999999995;3.5;18897.48;Solteiro;4;5.4;755.9;2.8;100.0;3.1;0.5;0.6;0
C000008592;Leais;401556.96;Premium;40.4;5;Fidelizacao_Pontos;19121.760000000002;2731.6800000000003;7;5;0;4;3;5;435;RJ;36-50;Feminino;Anéis;WhatsApp_VIP;Datas_Comemorativas;2025-05-21;2025-05-21;36;7;ALIANCA 416;7;1;0.1;5;7;19121.760000000002;70.0;1639.008;3.5;803113.92;Casado;5;0.0;2000.0;3.8;82.1;4.3;20.9;20.9;20
CM00915102;Potenciais_Leais;19521.18;Alto;39.6;5;Campanha_Frequencia;929.58;48.92526315789474;19;3;0;5;5;2;552;SP;18-25;Masculino;Pulseiras;E-commerce;Outono;2025-04-30;2025-05-23;20;13;ALIANCA PRATA;19;24;1.3;3;19;929.58;190.0;29.35515789473684;3.5;39042.36;Casado;4;0.0;800.0;2.8;89.3;11.8;1.0;1.2;0
CM0055171;Leais;49174.02;Premium;39.5;5;Fidelizacao_Pontos;2341.62;97.5675;24;4;0;4;5;3;453;PR;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-22;43;13;ALIANCA PRATA;24;23;1.0;4;24;2341.62;240.0;58.540499999999994;3.5;98348.04;Casado;4;0.0;2000.0;3.8;85.7;14.9;2.6;2.6;20
CM0005505;Leais;113833.44;Premium;38.8;5;Fidelizacao_Pontos;5420.64;774.3771428571429;7;3;0;5;3;5;535;MG;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-13;2025-05-23;51;7;BRUTA 2;7;11;1.6;3;7;5420.64;70.0;464.6262857142857;3.5;227666.88;Solteiro;5;0.0;2000.0;3.8;89.3;4.3;5.9;5.9;20
C000008461;Leais;36947.4;Premium;38.7;5;Fidelizacao_Pontos;1759.4;135.33846153846156;13;3;0;5;5;3;553;SP;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-14;2025-05-23;58;12;ALIANCA ACO;13;10;0.8;3;13;1759.4;130.0;81.20307692307694;3.5;73894.8;Casado;5;0.0;2000.0;3.8;89.3;8.1;1.9;1.9;20
CM0039249;Leais;29561.49;Alto;38.6;5;Fidelizacao_Pontos;1407.69;108.28384615384616;13;3;0;5;5;3;553;SP;18-25;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-23;37;12;ALIANCA ACO;13;24;1.8;3;13;1407.69;130.0;64.97030769230768;3.5;59122.98;Casado;4;0.0;2000.0;3.8;89.3;8.1;1.5;1.5;0
CM0057030;Potenciais_Leais;23784.18;Alto;38.5;5;Campanha_Frequencia;1132.5800000000002;87.12153846153848;13;3;0;5;5;2;552;PR;26-35;Masculino;Pulseiras;Presencial;Outono;2025-04-29;2025-05-23;15;8;ALIANCA PRATA;13;25;1.9;3;13;1132.5800000000002;130.0;52.272923076923085;3.5;47568.36;Solteiro;4;0.0;800.0;2.8;89.3;8.1;1.2;1.4;0
C000008841;Leais;49949.13;Premium;38.4;5;Fidelizacao_Pontos;2378.53;132.14055555555558;18;4;0;4;5;3;453;RS;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-16;2025-05-22;19;17;ALIANCA PRATA;18;7;0.4;4;18;2378.53;180.0;79.28433333333335;3.5;99898.26;Solteiro;5;0.0;2000.0;3.8;85.7;11.2;2.6;2.6;20
